original_message,summary,카테고리,감성,전체 감성
"사까마까를 몇달을 고민했었어요결제했다가 취소하기를 몇번하기도 하구요(영상을 자꾸 보게 될까봐요)그런데요~~테블릿으로 영상 보는 제 자세가 자꾸 나빠지더라구요ㅜㅜ등도 구부리고 있고, 목도 나오려고하고..스탠바이미는 정자세로 볼 수 있으니 등도 펴고 좋아요진작에 살 것을..영화도 보고, 케틀벨 영상찾아서 운동도 따라했어요집순이인 저에게는 필수템이에요!","자세 개선, 필수템","자세 개선, 필수템","자세 개선: 긍정, 필수템: 긍정",긍정
스탠바이미 사고나서 너무너무 만족했어요 공간 이동하면서 볼 수 있고디자인도 깔끔해서 어느 공간에 두어도 예쁘네요 화면 크기도 적당해서 좋아요완전 만족하며 사용중입니다,"공간 이동, 깔끔한 디자인, 적당한 화면 크기, 완전 만족","공간 이동, 디자인, 화면 크기","공간 이동: 긍정, 디자인: 긍정, 화면 크기: 긍정",긍정
동생 신혼 선물로 사줬는데 매우 잘 사용하고 있답니다.,"신혼 선물, 잘 사용","선물, 사용","선물: 긍정, 사용: 긍정",긍정
중간중간 재고확인및 배송일정 체크해주셔서 좋았구요. 특히 직접안전하게 배송후 설치와 간단한 세팅과 안내까지 정말 만족도가 높습니다. 제품이야 LG니까 더 할 나위 없죠.,"재고 확인, 배송 일정 체크, 안전한 배송, 설치, 세팅 안내, 높은 만족도, LG 제품","재고 확인, 배송 일정 체크, 배송, 설치, 세팅 안내, 제품","재고 확인: 긍정, 배송 일정 체크: 긍정, 배송: 긍정, 설치: 긍정, 세팅 안내: 긍정, 제품: 긍정",긍정
배송도 빠르고 가격도 저렴하고 좋습니다~,"빠른 배송, 저렴한 가격","배송, 가격","배송: 긍정, 가격: 긍정",긍정
깔끔하고 예뻐요 배송도 빨라요!,"깔끔, 예쁨, 빠른 배송","디자인, 배송","디자인: 긍정, 배송: 긍정",긍정
일단 고민 엄청 하고샀는데 여자친구가 너무 너무 잘쓰네요~~,"만족, 여자친구",사용,사용: 긍정,긍정
유용하구 좋아여,"유용함, 좋음","유용함, 좋음","유용함: 긍정, 좋음: 긍정",긍정
삼텐과 찐텐중 고민했는데터치스크린이라 선택했어요 :) 삶의 질 수직상승 !,"터치스크린, 삶의 질 상승",기능,기능: 긍정,긍정
배손빼르고 좋아요 잘쓰고있ㄴ어요,"배손빼르고, 좋아요","배송, 사용","배송: 긍정, 사용: 긍정",긍정
숙소이용했을때 너무 편하게 사용한 기억이있어서 살까말까 고민 많이하다 구매하였는데 정말정말 좋습니다!! 후회 없어요,"편리함, 만족","숙소, 구매","숙소: 긍정, 구매: 긍정",긍정
터치와 무선으로 주는 이점이 상당합니다.원하는 장소에서 편하게 시청할수 있어 좋습니다,"터치, 무선, 편리한 시청","터치, 무선, 시청","터치: 긍정, 무선: 긍정, 시청: 긍정",긍정
넘 조아요 확실히 예전과는 라이프 스타일이 바뀜을 느끼네요 거실 정중앙에 티비두지 않고 방에서 필요시에만 볼수 있고 컴팩트해서 너무 좋습니다앙,"라이프 스타일 변화, 컴팩트, 만족","라이프 스타일, 크기","라이프 스타일: 긍정, 크기: 긍정",긍정
아주 잘 사용하고 있어요. 굳이 말 안해도 장점은 다 아니까요~~,"사용 만족, 장점 인지",사용,사용: 긍정,긍정
"구입후 가격이 내려가 아차싶었지만, 부모님댁에 설치된거 보니 흐뭇하네요. 스마트폰으로 보는거 힘들어하셔서 강연, 유튜브, 네이버 뉴스보는 법 알려드리려고 구매했습니다.","가격 하락, 부모님댁 설치, 스마트폰 사용 도움","가격, 설치, 사용 도움","가격: 부정, 설치: 긍정, 사용 도움: 긍정",긍정
일주일 걸렸습니다 저렴히 잘 사서 만족합니다,"저렴, 만족","가격, 배송","가격: 긍정, 배송: 부정",중립
배송 빠르고 친절합니다 좋아요,"빠른 배송, 친절, 만족","배송, 서비스","배송: 긍정, 서비스: 긍정",긍정
좋아요직접 설치해주시고 설명잘해주시고정리까지 해주시고 가네요싸서 걱정했었는데^^티비와 거리가 멀었는데끌고다니며 잘쓸거 같아요사용도 편리하네요~~~다른분 글처럼왜 이제야 샀을까싶네요^^,"직접 설치, 친절한 설명, 정리, 사용 편리","설치, 설명, 정리, 사용","설치: 긍정, 설명: 긍정, 정리: 긍정, 사용: 긍정",긍정
이쪽 저쪽 이동하기 좋고 애들에게도 보여주기에 패드 보다 좀 더 큰 화면으로 보여줘서 좋아요,"이동성, 큰 화면, 아이들용","이동성, 화면 크기, 아이들용","이동성: 긍정, 화면 크기: 긍정, 아이들용: 긍정",긍정
행사 때 렌탈로 잘 활용 했습니다,"행사, 렌탈 활용","행사, 렌탈","행사: 긍정, 렌탈: 긍정",긍정
친구가 선물 받고 너무 좋다네요,선물 만족,선물,선물: 긍정,긍정
충전하고옮겨다닐수있어좋아요,"이동성, 충전 가능","이동성, 충전","이동성: 긍정, 충전: 긍정",긍정
너무 잘 사용했습니다.,사용 만족,사용,사용: 긍정,긍정
물건을 감사히 잘받았습니다. 감사합니다 ㅋㅋㅋ,감사,배송,배송: 긍정,긍정
매일 아침 나름 미라클모닝을 함께하는 스탠바이미♡,"미라클모닝, 스탠바이미","미라클모닝, 스탠바이미","미라클모닝: 긍정, 스탠바이미: 긍정",긍정
진짜 진작 살껄그랬어요 삶의질상승👍🏻👍🏻👍🏻,삶의 질 상승,삶의 질,삶의 질: 긍정,긍정
좋은가격에 구매하여 잘사용하고있습니다.,"좋은 가격, 잘 사용","가격, 사용","가격: 긍정, 사용: 긍정",긍정
배송이 빠르고 좋아여,"빠른 배송, 좋은 품질",배송,배송: 긍정,긍정
"너무너무 잘샀어요. 티비 없이 아이 키우는 집인데요, 주말마다 영화라도 보려하면 티비가 아쉬운 정도로 티비가 필요했어요. 딱 요긴하구요. 화질과 음질도 생각보다 좋아요. 최저가 검색으로 샀지만 주문후 엘지에서 설치 나오시더라구요. 넘나 친절한 설명과 설치까지.. 감사해요","필요한 티비, 좋은 화질과 음질, 친절한 설치","필요성, 화질, 음질, 설치, 서비스","필요성: 긍정, 화질: 긍정, 음질: 긍정, 설치: 긍정, 서비스: 긍정",긍정
상품은 좋으나 판매처가 좀 그래요.,"좋은 상품, 불만족 판매처","상품, 판매처","상품: 긍정, 판매처: 부정",중립
물건이 안왔는데 배송 완료라고 뜹니다. 사기당한건가요?,"배송 오류, 사기 의심",배송,배송: 부정,부정
배송 엄청 빨랐어요 lg기사분 오셔서 설치해주셨고잘쓰고 있어요!,"빠른 배송, 설치 서비스 만족","배송, 설치, 서비스","배송: 긍정, 설치: 긍정, 서비스: 긍정",긍정
"리뷰에 배송이 좀걸린다는 말이있어 살짝 걱정했는데주문후 이틀만에왔습니다, !하이마트에서 주문 완료됐다 연락오고 lg 설치 기사님이 설치해주시고갔어요 너무 예쁘고 좋아요...그냥 사세요..","빠른 배송, 예쁜 제품, 만족","배송, 설치, 제품","배송: 긍정, 설치: 긍정, 제품: 긍정",긍정
가격도 저렴하게 구매했고 아직까진 사용 대만족입니다~~ 배송기사님 엄청 친절하셨어요!!,"저렴한 가격, 사용 만족, 친절한 배송기사","가격, 사용, 배송","가격: 긍정, 사용: 긍정, 배송: 긍정",긍정
드디어 드디어 구입한 그탠바이미에요 꺄아악 넘 너무 좋아요,"구입, 만족",구입,구입: 긍정,긍정
"첫 출시 때 부터 사고 싶었던 스탠바이미~이제야 저 자신에게 선물했습니다^^OTT, 유튜브 시청에 신세계네요이동성이좋고, 생각보다 화질도깨끗히고 좋습니다~오래도록 잘 사용할것 같아요필요하신 분들은 빨리 구입해서만족감을 46ㄱㅇㅂ6느껴보시길 추천합니다 ^^","이동성, 깨끗한 화질, 만족감","이동성, 화질","이동성: 긍정, 화질: 긍정",긍정
아주 만족 하는 상품입니다.밥 먹을때 안방에서 여기 저기 옮겨 다니기도 싶고 가족이랑 다른거 보고싶을때 활용도굿~!,"만족, 이동성, 활용도 높음","이동성, 활용도","이동성: 긍정, 활용도: 긍정",긍정
금액 저렴하게 잘 구매했어요 ㅎㅎ서브로 방에서 볼려고 구매했는데 넘 귀여워요,"저렴한 금액, 귀여운 디자인","금액, 디자인","금액: 긍정, 디자인: 긍정",긍정
잘받았습니다 잘쓸게요,"잘 받음, 잘 사용","배송, 사용","배송: 긍정, 사용: 긍정",긍정
너무 개꿀 인정 개좋음,좋음,제품,제품: 긍정,긍정
너무좋아요 생각보다 배송빨랐고설치해주시는 기사님들도 친절하시고아주아주 맘에듭니다그리고 너무이쁘네요ㅋ 굿입니다고민할필요가없었네요^^,"빠른 배송, 친절한 기사, 만족, 예쁜 디자인","배송, 설치, 서비스, 디자인","배송: 긍정, 설치: 긍정, 서비스: 긍정, 디자인: 긍정",긍정
좋습니다 설치도 다해주시고 감사합니다ㅎㅎ,"좋은 설치, 감사","설치, 서비스","설치: 긍정, 서비스: 긍정",긍정
아주 잘되고 좋습니다. 장판에 사람모양이 새겨질 정도입니다.,"좋은 성능, 사람모양 장판","성능, 장판","성능: 긍정, 장판: 긍정",긍정
주문시 늦은 배송감이 있었지만금액을 감안시 충분히 기다릴수 있는 상황이었으며배송시 스피커랑 화면작기에 우려는 했지만스피커의 사운드 소리는 좋았고 따로 설치하지 않아도 되는 소리였고화면이 살짝크면 좋겠다는 생각이듭니다.현재까지 영화 및 자녀 교육용으로도 잘 사용중만족하고 있습니다.,"늦은 배송, 좋은 사운드, 화면 크기 아쉬움, 영화 및 교육용 만족","배송, 사운드, 화면 크기, 사용 용도","배송: 부정, 사운드: 긍정, 화면 크기: 부정, 사용 용도: 긍정",중립
"빠르게 설치해주셔서 감사합니다.제품은 말할것도 없고, 뒷모습이 이뻐서 구매했어요~","빠른 설치, 예쁜 디자인","설치, 디자인","설치: 긍정, 디자인: 긍정",긍정
매우 만족스럽습니다.휴대폰을 거의 볼일이 없네요설치는 LG기사님 2분이 방문하셔서 해주시고 사용설명도 친절히 해주셨어요.만족도가 매우 큽니다.,"만족, 친절한 설명, LG기사님 설치","설치, 설명","설치: 긍정, 설명: 긍정",긍정
3세대라서 그런지기존 모델 대비 완전 반응도 좋구재구매 진행예정입니다,"반응 좋음, 재구매 예정","모델, 반응, 재구매","모델: 긍정, 반응: 긍정, 재구매: 긍정",긍정
배송도 이틀만에 왔고 설치도 잘해주시고 사용하기 편리하네요 감사합니다,"빠른 배송, 좋은 설치, 편리한 사용","배송, 설치, 사용","배송: 긍정, 설치: 긍정, 사용: 긍정",긍정
삶의 질이 올라갔습니다. OTT위주로 보시는 분들이라면 강추!,"삶의 질 향상, OTT 추천","삶의 질, OTT","삶의 질: 긍정, OTT: 긍정",긍정
"고민하지말고 당장 구입하세요~ 생활의 질이 높아집니다.,",생활의 질 향상,"구입, 생활의 질","구입: 긍정, 생활의 질: 긍정",긍정
아주 편리하고 컴팩트합니다.진작 살걸 그랬다 싶네요,"편리함, 컴팩트함","편리함, 크기","편리함: 긍정, 크기: 긍정",긍정
좋아요 만족합니다,만족,서비스,서비스: 긍정,긍정
튼튼하고 소리좋아요,"튼튼함, 좋은 소리","내구성, 소리","내구성: 긍정, 소리: 긍정",긍정
완전 좋아요 화질 좋고 기능 좋고~~,"좋은 화질, 좋은 기능","화질, 기능","화질: 긍정, 기능: 긍정",긍정
좋어요 ~~ 잘쓰고있어요 감서합니다 ㅎㅎ,"만족, 감사",사용,사용: 긍정,긍정
자가설치긴 하지만 영상보고 하니까 쉬웠어요! 1인가구에 최고입니다!,"쉬운 설치, 1인가구 적합",설치,설치: 긍정,긍정
라이브때 좋은가격에 구매했어요~배송도 빠르고,"좋은 가격, 빠른 배송","가격, 배송","가격: 긍정, 배송: 긍정",긍정
잘 받았습니다 기사님이 지정일에 방문 설치해주셨어요 감사합니다,지정일 방문 설치,설치,설치: 긍정,긍정
디자인이쁘고이동하면서쓰기좋음,"이쁜 디자인, 이동성","디자인, 이동성","디자인: 긍정, 이동성: 긍정",긍정
빠른 배송으로 잘 설치해 주고 가셨습니다.너무 만족합니다.,"빠른 배송, 설치 만족","배송, 설치","배송: 긍정, 설치: 긍정",긍정
너무너무 좋아요~~ 편함,편함,편함,편함: 긍정,긍정
너무너무 좋아요! 고민 많이했는데 괜히 시간만 낭비했습니다! 이제 하루 썼는데 만족도 최고! 기사님도 친절하게 설명해주시고 빠르게 설치해주셨어요~!,"만족도 최고, 친절한 기사, 빠른 설치","설치, 서비스","설치: 긍정, 서비스: 긍정",긍정
TV는 이제 안보게 되는거 같아요편하고 좋아요,"편리함, 만족",사용,사용: 긍정,긍정
"빔프로젝트, 삼탠바이미, 스탠바이미 저렴이 오만가지 검색해봤는데상품 가치와 퀄리티는 스탠바이미를 못 따라가겠더라구요하지만 금액대가 만만치 않아서 저렴하게 구매하는 방법 알아보다가 딱 발견했습니다LG 기사님들이 직접 설치 설명 해주시고 명함도 주고 가시고 아주 만족합니다","상품 가치, 퀄리티, 저렴한 구매, 만족","상품 가치, 퀄리티, 구매 방법, 설치, 서비스","상품 가치: 긍정, 퀄리티: 긍정, 구매 방법: 긍정, 설치: 긍정, 서비스: 긍정",긍정
주말포함 일주일정도 걸린것 같아요! ㅎㅎ오프라인보다 훨씬~ 저렴하고 미리 오프라인에서 봐놓고 여기 사이트에서 주문했어요! ㅎㅎ ~~ 하자도 없고 완전새것! 설치까지해주십니다!,"저렴한 가격, 새 제품, 설치 서비스","가격, 제품 상태, 설치","가격: 긍정, 제품 상태: 긍정, 설치: 긍정",긍정
별점 0점허위광고의 끝판왕이에요다른 리뷰도 허위조작일수 있습니다사이트에 나와있는 무료배송 무료설치는 허위입니다무료배송만 해주고 설치는 정책상 해줄수없다고 하면서 설치를 안해주며 고객센터 판매자 모두 설치는 위사실에 대해 묵인합니다. 무료설치 생각있어서 구매하시는분은 해당사이트는 피하시기 바랍니다. 포인트 만점줄께 마음 추수리라고 회유하는데 그딴거 필요없습니다 당신들이 운영하는 이 허위광고나 삭제하던지 사이트를 폐쇄하던지 하세요.,"허위광고, 무료설치 불가, 고객센터 묵인, 회유, 사이트 피하기","광고, 설치, 고객센터, 사이트","광고: 부정, 설치: 부정, 고객센터: 부정, 사이트: 부정",부정
"아이 학습용, 티비대용, 27인치 태블릿, 영상시청 등 활용도도 높고 바퀴가 있어서 편하게 이동하면서 볼수 있습니다. ^^","학습용, 티비대용, 27인치 태블릿, 높은 활용도, 이동 편리","학습용, 티비대용, 태블릿, 활용도, 이동","학습용: 긍정, 티비대용: 긍정, 태블릿: 긍정, 활용도: 긍정, 이동: 긍정",긍정
