original_message,summary,카테고리,감성,전체 감성
개인적으로 삼텐바이미도 고민했었는데 그래도 디스플레이는 엘지 감성이지..!라고 생각해서 <b>스탠바이미</b>로 선택했고 27ART10CKPL 모델은 가장 오래된 것인걸로 알고있다 (그래서 할인했던 것 같음) 지금은 가격이... ,"엘지 디스플레이, 스탠바이미, 할인","디스플레이, 선택, 할인","디스플레이: 긍정, 선택: 긍정, 할인: 긍정",긍정
우유 야쿠르트 정기배송하고 스탠바이비 득템 받는 방법. 프레딧 추천인코드 key3jin 만보기어플로... 꽃보다 정기구독 LG <b>스탠바이미</b> 득템! 프레딧 X LG전자 베스트샵이 만나 4월말까지 정기구독 이벤트를... ,"정기배송, 스탠바이미 득템, 정기구독 이벤트","정기배송, 득템, 정기구독 이벤트","정기배송: 긍정, 득템: 긍정, 정기구독 이벤트: 긍정",긍정
"포스팅은 오늘의집 큐레이터 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.&quot; #오늘의집 #<b>스탠바이미</b>화이트TV에디션 #오늘의딜 #예쁜스탠드형TV #화이트TV #예쁜집꾸미기 #오늘의집큐레이터","오늘의집 큐레이터, 스탠바이미 화이트TV, 예쁜 스탠드형TV, 예쁜집꾸미기","큐레이터 활동, 스탠드형TV, 집꾸미기","큐레이터 활동: 긍정, 스탠드형TV: 긍정, 집꾸미기: 긍정",긍정
엘지전자에서 트랜드 제품으로 나온 LG <b>스탠바이미</b>는 FHD해상도의 터치 디스플레이와 이동스탠드가 결합된 티비로써 이동과 무선사용이 가능합니다. 엘지 <b>스탠바이미</b> 스펙 <b>스탠바이미</b> 디스플레이 크기는... ,"FHD 해상도, 터치 디스플레이, 이동 스탠드, 무선 사용","해상도, 디스플레이, 이동성, 무선 사용","해상도: 긍정, 디스플레이: 긍정, 이동성: 긍정, 무선 사용: 긍정",긍정
"삼탠바이미 = 삼(성) + (스)탠바이미, 삼성스마트모니터 + 스탠드 중소바이미 = 중소(기업TV) + (<b>스탠</b>)<b>바이미</b> 중소기업TV + 스탠드 삼탠바이미와 중소바이미 뜻은 위와 같고, <b>스탠바이미</b> 가격이 너무... ","삼성 스마트모니터, 중소기업 TV, 스탠드, 가격","삼성 스마트모니터, 중소기업 TV, 스탠드, 가격","삼성 스마트모니터: 중립, 중소기업 TV: 중립, 스탠드: 중립, 가격: 부정",중립
It.News <b>스탠바이미</b>? 삼성 무빙 스탠드 발표! 디자인과 가격 살펴보니? 영댕이 2024. 4. 2. 10:58 LG전자에서는 <b>스탠바이미</b>라는 프라이빗 스크린을 출시한 적이 있는데요. TV는 고정된 형태로만 사용할 수 있다는... ,"삼성 무빙 스탠드, 디자인, 가격","디자인, 가격","디자인: 중립, 가격: 중립",중립
서촌 조용한 술집 데이트코스로 좋은 바 <b>스탠바이미</b> 내가 좋아하는 동네 서촌. 서촌에 조용하게 어른스러운 분위기로 시간을 보낼 수 있는 곳이 있어 다녀왔다. 서촌 조용한 술집 <b>스탠바이미</b>. 사진으로 본 것... ,"서촌 조용한 술집, 어른스러운 분위기, 데이트코스","분위기, 위치, 용도","분위기: 긍정, 위치: 긍정, 용도: 긍정",긍정
대해 알아보시는 분들이라면 망성이지 마시고 렌탈리스트 상담받고 겟~ 해보시기 바랍니다. 엘지 스탠드형 TV <b>스탠바이미</b> 렌탈 바로가기 클릭! 본 포스팅은 해당 업체로부터 수수료를 지원받아 작성되었습니다.,"렌탈 상담, 엘지 스탠드형 TV, 수수료 지원","렌탈 상담, 엘지 스탠드형 TV, 수수료 지원","렌탈 상담: 긍정, 엘지 스탠드형 TV: 긍정, 수수료 지원: 중립",긍정
"다들 LG <b>스탠바이미</b> 제품아시죠? 해야지, 해야지~~ 했던 우유 정기 배송과 함께 LG <b>스탠바이미</b>를 받을 수 있는 이벤트 경품 신청의 기회가 있다면 이건 놓치면 안 되잖아요! 저는 이미 우유 정기배송을 하고... ","LG 스탠바이미, 우유 정기 배송, 이벤트 경품 신청","제품, 정기 배송, 이벤트","제품: 긍정, 정기 배송: 긍정, 이벤트: 긍정",긍정
다양한 ott 플랫폼 앱을 지원에서 LG <b>스탠바이미</b>만 있으면 시간 가는 줄 모르고 침대에서 안 나오게 되더라구요. 모바일 폰 미러링도 간편하게 사용할 수 있구요. LG ThinQ도 사용 가능해요. 화면을 옆으로 스윽... ,"다양한 OTT 플랫폼, 간편한 미러링, LG ThinQ 지원","OTT 플랫폼 지원, 미러링, LG ThinQ","OTT 플랫폼 지원: 긍정, 미러링: 긍정, LG ThinQ: 긍정",긍정
"pdf 4.66MB - 2024년 5월 24일 삼계한라비발디센텀시티에서... 2024.05.18 - [일상/오만때만] - LG(엘지) <b>스탠바이미</b>와 삼탠바이미·중소바이미 비교, LG(엘지) <b>스탠바이미</b> 구입","LG 스탠바이미 구입, 비교","구입, 비교","구입: 긍정, 비교: 중립",긍정
<b>스탠바이미</b> 화면닦기 힐링쉴드 액정 클리너 TV클리너 요 근래 새로운 집으로 이사를 오면서 이런저런 가전제품들을 같이 장만했다. 냉장고와 세탁기처럼 생활에서 필수적인 가전제품과 함께 LG <b>스탠바이미</b>도... ,"이사, 가전제품, 스탠바이미, 클리너","이사, 가전제품, 클리너","이사: 긍정, 가전제품: 긍정, 클리너: 긍정",긍정
홈카페 인테리어에도 LG <b>스탠바이미</b>가 함께하면 분위기가 훨씬 더 좋아지더라고요 :) 오늘은... 네이버 공식 카페에서 다운받은 배경화면을 LG 스탠바이에 저장하고 싶으실 때에는 LG ThinQ 앱을 다운 받으신... ,"홈카페 인테리어, LG 스탠바이미, 분위기 개선, LG ThinQ 앱","인테리어, 제품, 앱","인테리어: 긍정, 제품: 긍정, 앱: 긍정",긍정
그렇게 이것저것 찾아보던 중 제가 발견하게 된 건 바로 LG <b>스탠바이미</b> 렌탈이었어요. LG <b>스탠바이미</b>... 무게도 스탠드까지 합쳐서 17.5kg이었는데 바퀴가 있으니 혼자서도 문제없이 움직일 수 있었고 위치도... ,"LG 스탠바이미, 렌탈, 이동 편리","제품, 이동","제품: 긍정, 이동: 긍정",긍정
"©윤태훈 (@_yoonic) 일상도 여행처럼, LG <b>스탠바이미</b> 스피커 #LG #스테이폴리오 #<b>스탠바이미</b>스피커 #이벤트 좋은 영화에 좋은 음악이 있듯, 때로 여행을 완성하는 것은 근사한 사운드. LG <b>스탠바이미</b>... ","LG 스탠바이미 스피커, 근사한 사운드, 이벤트","스피커, 사운드, 이벤트","스피커: 긍정, 사운드: 긍정, 이벤트: 긍정",긍정
LG <b>스탠바이미</b> 주요 특징 말해뭐해! <b>스탠바이미</b>만의 3가지 특징 1. 폴터치 스크린으로 쉽고 편리하게 2. 3시간의 무선 재생시간 3. 무빙휠로 어디든 내 맘대로 이동 가능 무선과 무빙휠이 만나 선 걱정 없고... ,"폴터치 스크린, 무선 재생시간, 무빙휠","폴터치 스크린, 무선 재생시간, 무빙휠","폴터치 스크린: 긍정, 무선 재생시간: 긍정, 무빙휠: 긍정",긍정
작년에 LG <b>스탠바이미</b>고 실물을 마주했었다. 캠핑용 제품이라고하니 탐이 났다. 텐테이블 처럼(?)... <b>스탠바이미</b>고를 구매하고자하는 분들도 한번 고민해보시길 바란다. 자연이 먼저인가? 미디어가 먼저인가?... ,"캠핑용 제품, 구매 고민","캠핑용 제품, 구매 고민","캠핑용 제품: 긍정, 구매 고민: 중립",중립
배우 변우석을 아끼는 통통이들이라면 이미 LG TV <b>스탠바이미</b> 광고는 여러 번 보셨을 텐데요. 광고 버전... 그럼 배우 변우석 <b>스탠바이미</b> CF 속 반팔티 브랜드 잠시 함께 살펴보실까요? 변우석 <b>스탠바이미</b> CF... ,"변우석, 스탠바이미 광고, 반팔티 브랜드","광고, 배우, 브랜드","광고: 긍정, 배우: 긍정, 브랜드: 긍정",긍정
것은 <b>스탠바이미</b>는 스탠드를 붙여서 이동할수 있고 <b>스탠바이미</b> Go는 가방형태라 밖으로까지 이동이... 그리고 마지막으로 <b>스탠바이미</b> Go가 <b>스탠바이미</b>와 다른건 음질입니다 스태바이미Go는 전면지향 방식... ,"이동성, 음질 차이","이동성, 음질","이동성: 긍정, 음질: 긍정",긍정
"노트북 화면 공유, HDMI 연결 혹은 모바일 화면공유로 <b>스탠바이미</b>를 업무용 모니터로 사용해보세요! 더 큰 화면으로 업무의 집중도를 높일 수 있답니다. 시계, 날씨, 사진, 음악 등 우리집 인테리어에 맞는 테마... ","화면 공유, 업무용 모니터, 인테리어 테마","화면 공유, 업무용 모니터, 인테리어 테마","화면 공유: 긍정, 업무용 모니터: 긍정, 인테리어 테마: 긍정",긍정
"LG <b>스탠바이미</b> GO 알아보겠습니다. 캠핑을 좋아하는 분들이라면 휴대성과 실용성을 중시할 텐데, 이런 분들에게 LG <b>스탠바이미</b> GO는 흥미로운 제품이 될 수 있습니다. 12.7kg이라는 무게는 확실히 이동시... ","휴대성, 실용성, 캠핑, 흥미로운 제품","휴대성, 실용성, 캠핑","휴대성: 긍정, 실용성: 긍정, 캠핑: 긍정",긍정
LG <b>스탠바이미</b> :) 오늘은 주방에서 활용하고 있는 모습을 보여드리려고 하는데요. 주방에서는 레시피를... <b>스탠바이미</b>는 27인치의 큰 화면에 터치나 조작이 간편하다는 큰 장점을 가지고 있는데요 큰 화면으로... ,"큰 화면, 간편한 조작","화면, 조작","화면: 긍정, 조작: 긍정",긍정
도시농부 시즌4 <b>스탠바이미</b> GO 이미 블로그에 자주 소개했듯이 4년째 텃밭을 가꾸고 있다. 작년까지는... 짜란~ <b>스탠바이미</b> GO~ LG 전자와 Jammy에서 <b>스탠바이미</b> GO를 가지고 놀라고 보내줬다. LG 전자 행사 때 직접... ,"도시농부, 텃밭, 스탠바이미 GO, LG 전자, Jammy","도시농부, 텃밭, 스탠바이미 GO, LG 전자, Jammy","도시농부: 긍정, 텃밭: 긍정, 스탠바이미 GO: 긍정, LG 전자: 긍정, Jammy: 긍정",긍정
모바일의 NFC 기능을 켜고 <b>스탠바이미</b> 뒷면 FNC로고를 누르면 더 큰 화면에서 볼 수 있는 기능까지 후면패널 색상이 두 컬러라던데 개인적으로 카밍베이지 밝고 예쁜거 같아!!!!!!!!!!!!!!! 스크린의 각도조절과... ,"NFC 기능, 큰 화면, 후면패널 색상, 카밍베이지, 스크린 각도조절","NFC 기능, 큰 화면, 후면패널 색상, 스크린 각도조절","NFC 기능: 긍정, 큰 화면: 긍정, 후면패널 색상: 긍정, 스크린 각도조절: 긍정",긍정
"집 꾸미기 두 번째: 식탁(한샘) with LG <b>스탠바이미</b> 한샘 미나 내추럴 식탁 &amp; LG <b>스탠바이미</b> 식탁 없이 지낸 지 한 달이 조금 넘어가던 와중, 식탁을 뒤늦게 구매하게 되었다. 이유는 다른 곳에서 식탁을 구매하고... ","한샘 미나 내추럴 식탁, LG 스탠바이미, 늦은 구매","구매, 제품","구매: 긍정, 제품: 긍정",긍정
"이라는 스탠델스 The Standells 의 노래를 떼창하는 부분이 묘사되어 있습니다. 그 인상이 강해서... Soundtrack Highlights from &quot;Stand by Me&quot; - YouTube &quot; &quot; 소설의 제목이 영화에서는 '<b>스탠 바이 미</b>' 로 바뀐 것은, 이... ","노래 떼창, 강한 인상, 영화 제목 변경","노래, 인상, 영화 제목","노래: 긍정, 인상: 긍정, 영화 제목: 중립",긍정
"모바일로 1~4번을 진행하는것이 좋아요~~ 1. <b>스탠바이미</b> 카페 가입후 2. <b>스탠바이미</b> 배경화면 탭 클릭 3. 마음에 드는 배경화면을 모바일에서 저장 4. 모바일LG ThinQ app. 접속 후, TV제품등록 하면 TV컨트롤... ","모바일, 스탠바이미 카페, 배경화면 저장, LG ThinQ app, TV컨트롤","모바일, 스탠바이미 카페, 배경화면 저장, LG ThinQ app, TV컨트롤","모바일: 긍정, 스탠바이미 카페: 긍정, 배경화면 저장: 긍정, LG ThinQ app: 긍정, TV컨트롤: 긍정",긍정
"변우석 <b>스탠바이미</b> 유튜브, 인스타 광고가 오늘 떴어요!! 역시 대기업인가 광고 퀄리티 아주 멋지구 무한 반복 아주 막 이건 영상으로 봐줘야돼요 사진 하나하나 예쁘고 미모 영상 뚫고 나올거 같아요 많은... ","광고 퀄리티, 예쁜 사진, 미모","광고, 사진, 미모","광고: 긍정, 사진: 긍정, 미모: 긍정",긍정
27ART10DSPL <b>스탠바이미</b> 68cm mini 리모컨으로 더 편리하게 돌비 비전7 돌비 애트모스로 더 생생하게 <b>스탠바이미</b> 27ART1DSPL을 즐겨보세요 가격문의는? 가전플래너카페내 &lt;견적문의방&gt;으로 모델명을... ,"편리한 리모컨, 생생한 돌비 비전, 돌비 애트모스","리모컨, 돌비 비전, 돌비 애트모스","리모컨: 긍정, 돌비 비전: 긍정, 돌비 애트모스: 긍정",긍정
댓글로 LG<b>스탠바이미</b> Go에 대한 기대감을 남기면 당첨확률이 더욱 올라가요! 이벤트 1등 경품은 어디서나 함께 즐기는 포터블 스크린 LG <b>스탠바이미</b> Go! 어디서나 영화관이 되겠어요~ 2등 상품은 나를 위한... ,"이벤트, 기대감, 포터블 스크린, 영화관","이벤트, 기대감, 포터블 스크린, 영화관","이벤트: 긍정, 기대감: 긍정, 포터블 스크린: 긍정, 영화관: 긍정",긍정
"변우석이 답해주는 <b>스탠바이미</b> 러버 Q&amp;A  Life's Good｜LG StanbyME &quot;<b>스탠바이미</b>야, 태어나줘서 고마워&quot; 내가 묻고 변우석이 답하는 <b>스탠바이미</b> 러버 Q&amp;A ❤ 여러분이 직접 댓글로 달아주신 질문에... ","스탠바이미, 변우석, Q&A, 댓글 질문","스탠바이미, 변우석, Q&A, 댓글 질문","스탠바이미: 긍정, 변우석: 긍정, Q&A: 긍정, 댓글 질문: 긍정",긍정
그 짤들만 집요하게 다양한 색감으로 뽑아 내는 게 너무 재밌어서 잠을 안 자  변우석은 매 순간이 화보라 얼굴이 대유잼이라 질리지가 않아 이제 시작일뿐 #변우석 #<b>스탠바이미</b> #오늘자사진보정 #20240727,"다양한 색감, 재미, 변우석, 화보, 대유잼, 사진 보정","색감, 재미, 변우석, 화보, 사진 보정","색감: 긍정, 재미: 긍정, 변우석: 긍정, 화보: 긍정, 사진 보정: 긍정",긍정
질문에 <b>스탠바이미</b>와 함께하고 있다고 답변했던 적이 있습니다. 코스모폴리탄이 쏘아올린 작은 공일까요? 선재업고튀어로 대스타가 된 변우석은 LG전자 <b>스탠바이미</b>의 모델이 되었는데요. 26일 공개된... ,"변우석, LG전자 스탠바이미 모델","모델, 제품","모델: 긍정, 제품: 긍정",긍정
"티비 스탠드를 크고 튼튼한 녀석으로 별도 구매했고 그 결과는 !!! 큰 티비로 카리나보기?... 왜했담 대체ㅎㅎㅎ 당초 원픽은 아니었으나, 8가지 품목으로 변경하며 구매한 <b>스탠바이미</b> ! 요즘은 캠핑 등 다닐때... ","큰 티비, 튼튼한 스탠드, 스탠바이미, 캠핑","티비, 스탠드, 제품, 사용","티비: 긍정, 스탠드: 긍정, 제품: 긍정, 사용: 긍정",긍정
변우석 LG <b>스탠바이미</b> 광고 변우석 배우의 광고가 하나둘씩 나오고 있는 것 같다 대세 배우라면 은행... 영상의 <b>스탠바이미</b> 변우석 광고 영상이 나와 공유해 본다. <b>스탠바이미</b>는 처음 출시했을 때... ,"변우석, 스탠바이미 광고, 대세 배우","광고, 배우, 제품","광고: 긍정, 배우: 긍정, 제품: 긍정",긍정
"2년째 찐 <b>스탠바이미</b> 사용자로써 LG <b>스탠바이미</b> 모델로 발탁된 배우 변우석! 쉬는 날 집에서 즐기는 <b>스탠바이미</b> 찐러버로써 광고를 맡게 되니, 더 믿고 구매욕을 불러일으키지 않나 싶은데요. <b>스탠바이미</b>... ","스탠바이미, 배우 변우석, 광고, 구매욕","모델, 광고, 구매욕","모델: 긍정, 광고: 긍정, 구매욕: 긍정",긍정
