issue,theme,긍정,부정,중립,total
세일 구매,가격 및 거래,1,0,1,2
고객직접설치,서비스 및 지원,0,0,2,2
캠핑족 인기,사용자 경험 및 리뷰,1,0,1,2
고급스러운 분위기,기타,2,0,0,2
선물로 받음,기타,1,0,1,2
세컨 티비로 괜찮음,구매 및 선택 고민,1,0,1,2
고속 무선 충전,제품 기능 및 연결성,2,0,0,2
쿠팡 안심케어 보험,제품 판매 및 혜택,0,0,2,2
캠핑장에서 실시간 드라마 시청,사용 환경 및 용도,0,0,2,2
선물 받음,추천 및 계획,0,0,2,2
선물 받은 제품,제품 구매 및 거래,0,0,2,2
퀄리티 좋음,기타,0,0,2,2
고중량 대형 TV 스탠드,제품 이동성 및 설치,0,0,2,2
캠핑장 사용,캠핑 및 야외활동,0,0,2,2
영어 학습 기회,기타,2,0,0,2
영화 감상,사용 사례 및 추천,0,0,2,2
캠핑용 제품,사용 장소 및 활용,0,0,2,2
예약구매,거래 및 판매 관련,0,0,2,2
캠핑에서 만족,제품 환영 및 만족,2,0,0,2
구매 가이드 필요,기타,0,0,2,2
새로운 출시,제품 선택 및 구매,0,0,2,2
거래 희망 지역 천호제2동,배송 및 지역,0,0,2,2
컴팩트한 크기,기타,2,0,0,2
거래 희망 지역 운정2동,거래 및 가격,0,0,2,2
거래 희망 지역 산동읍,제품 상태 및 거래,0,0,2,2
손잡이 디자인,디자인 및 편의성,0,0,2,2
구매 대기,가격 및 구매,0,0,2,2
여행 추천,기타,2,0,0,2
탁월한 음질,스피커 및 음질,2,0,0,2
"거래 희망 지역 논현1동, 삼성1동",기타,0,0,2,2
예약 구매,구매 및 판매 관련 이슈,0,0,2,2
새로운 경험 제공,사용자 경험 및 만족도,2,0,0,2
여행 시 사용,기타,2,0,0,2
구매 비용 부담,제품 구매 및 가격,0,2,0,2
구매 가이드,구매 및 사용 경험,0,0,2,2
소형 인버터 필요,사용 환경 및 설치,0,0,2,2
캠핑용 적합,캠핑 및 야외 활동,2,0,0,2
커스텀 케이스 포함,추가 기능 및 혜택,0,0,2,2
캠핑용 스탠바이미고,제품 활용 및 기능,0,0,2,2
공중파 방송 미지원,기타,0,1,1,2
거래방법 다양,거래 및 판매 관련,0,0,2,2
관람 포인트 공개,마케팅 및 이벤트,0,0,2,2
캠핑용 TV로의 적합성,캠핑 및 야외 사용,0,0,2,2
성능 관심,제품 기능 및 성능,0,0,2,2
에어플레이,기능 및 성능,0,0,2,2
거래 희망 지역: 장곡동,거래 및 판매,0,0,2,2
광고 많음,기타,0,2,0,2
영화 정보,영화 관련,0,0,2,2
캠핑에서 편리함,제품 활용 및 기능,2,0,0,2
캠핑에서 편리,기타,2,0,0,2
캠핑에서 테이블 문제,사용 환경 및 용도,0,2,0,2
영화 후기,영화 및 콘텐츠,0,0,2,2
거래 희망 지역 화곡제1동,제품 구매 및 거래,0,0,2,2
성능 궁금,제품 기능 및 성능,0,0,2,2
최고의 아이템,제품 환영 및 만족,2,0,0,2
상품명: LG 스탠바이미고,제품 구매 및 거래,0,0,2,2
제품 판매 완료,제품 상태 및 사용,0,0,2,2
방전 문제,제품 상태 및 문제,0,2,0,2
제품 정보 공유,사용 경험 및 후기,0,0,2,2
배경화면 저장,기타,0,0,2,2
제품 크기,디자인 및 크기,0,0,2,2
배송 기대,배송 및 수령,1,0,1,2
배송 및 후기 고려,기타 기능 및 옵션,0,0,2,2
배송 완료,기타,0,0,2,2
구매처 고민,기타,0,0,2,2
제품명,제품 정보 및 출시,0,0,2,2
제품명: 스탠바이미,기타,0,0,2,2
뛰어난 활용성,기능 및 성능,2,0,0,2
제휴카드 할인,구매 및 가격 혜택,2,0,0,2
조립 및 설치 불필요,디자인 및 편의성,1,0,1,2
조립 용이,사용 경험,2,0,0,2
렌탈 추천,특정 사용자 및 활용 사례,2,0,0,2
인기 상승,구매 및 소비자 경험,2,0,0,2
제품 스펙,제품 선택 및 구매,0,0,2,2
제품 소개,기타,0,0,2,2
제품 성능 궁금증,기타,0,0,2,2
인기 상품,기타,2,0,0,2
제품 선택,제품 선택 및 구매,0,0,2,2
제품 상태 좋음,제품 상태 및 신뢰성,2,0,0,2
방문 설치 가능,제품 설치 및 사용,0,0,2,2
제품 사용 후기,사용 경험 및 후기,0,0,2,2
룸앤티비 가격,가격 및 거래,0,0,2,2
받침대 문제,사용 경험 및 평가,0,2,0,2
제품 보호,보호 및 내구성,0,0,2,2
룸투룸쉐어,제품 기능 및 연결성,1,0,1,2
제품 도착,고객 서비스 및 지원,0,0,2,2
리모컨,기타,0,0,2,2
제품 기능에 대한 궁금증,제품 기능 및 사용,0,0,2,2
배터리 방전 문제,기타,0,2,0,2
조용한 분위기,기타,2,0,0,2
조용한 인버터 컴프레서,제품 품질 및 디자인,2,0,0,2
돌비 애트모스,제품 기능 및 기술,1,0,1,2
더 큰 화면에서 콘텐츠 즐김,제품 디자인 및 기능,1,0,1,2
보호필름 필요성,제품 기능 및 사용성,0,0,2,2
이동식 동반자,사용 용도 및 환경,2,0,0,2
이동식 스마트 TV,제품 크기 및 이동성,0,0,2,2
즐거운 시청 경험,기타,2,0,0,2
보관 용이,사용자 편의 및 기능,2,0,0,2
보관 및 휴대 가능,휴대성과 보관,0,0,2,2
중고나라 자동 노출,마케팅 및 커뮤니티 반응,0,0,2,2
중고나라 앱 존재,기타,0,0,2,2
별도 스탠드 구매 가능,기타,0,0,2,2
변우석 모델 발탁,제품 인지도 및 광고,1,0,1,2
주차 불가,사회 및 커뮤니티,0,1,1,2
변우석 관련 콘텐츠,사용자 경험 및 만족도,0,0,2,2
돌비 사운드,사운드 및 스피커,0,0,2,2
이동형 스탠드 타입,제품 디자인 및 이동성,0,0,2,2
배터리 수명,기타,1,0,1,2
이동형 엔터테인먼트,캠핑 및 외부 활용,0,0,2,2
좋은 퀄리티,기타,1,0,1,2
번거로움 감소,기타,2,0,0,2
좋은 스피커,스피커 및 음질,2,0,0,2
좋은 성능,제품의 장점 및 추천,2,0,0,2
드라마 시청,제품 사용 경험,0,0,2,2
득템,프로모션 및 이벤트,2,0,0,2
이벤트 진행,브랜드 및 인기,0,0,2,2
좋은 가격,가격 및 구매 고려,2,0,0,2
이벤트 참여 열기,이벤트 및 혜택,2,0,0,2
이벤트 참여 유도,마케팅 및 프로모션,0,0,2,2
디스플레이 각도 조절 가능,기능 및 기술,2,0,0,2
배터리 잔량,제품 특징 및 활용,0,0,2,2
배터리 시간 3시간,제품 스펙 및 기능,0,0,2,2
박스 보유,제품 상태 및 거래 조건,0,0,2,2
제품 교환,사용자 경험 및 평가,0,0,2,2
제품 가격,가격 및 구매,0,0,2,2
모바일 최적화,제품 기능 및 성능,1,0,1,2
모니터 회전 가능,제품 특성 및 기능,0,0,2,2
물량 확보,시장 및 소비자 반응,0,0,2,2
저반사 지문방지,기술 및 성능,0,0,2,2
자가설치 가능,사용 및 설치 편리성,0,0,2,2
무이자 할부,가격 및 거래 조건,2,0,0,2
무이자 구매,구매 및 가격 관련,0,0,2,2
저렴한 구매 정보,구매 및 경제성,0,0,2,2
모바일 기기 미러링,기능 및 기술,1,0,1,2
저렴한 TV,기능 및 성능,0,0,2,2
모바일 기기 사용,기타,0,0,2,2
모바일 기기 화면 미러링,제품 및 기능,1,0,1,2
재즈 음악 재생,기타,0,0,2,2
모바일 버전,기타,0,0,2,2
모바일 상품권 지급,이벤트 및 혜택,0,0,2,2
모바일 쿠폰 증정,이벤트 및 혜택,0,0,2,2
미개봉 상품 판매,제품 상태 및 판매,0,0,2,2
재고 부족,구매 및 가격,0,2,0,2
무선 기능,디자인 및 혁신,1,0,1,2
무선 가능,기타,2,0,0,2
장점,사용자 경험 및 만족도,0,0,2,2
모바일 화면 미러링,제품 성능 및 기능,1,0,1,2
모션데스크 개발 및 공급,기타,0,0,2,2
무거운 무게,기타,0,2,0,2
잘산템,구매 및 소비,2,0,0,2
무겁지 않음,휴대성과 이동성,2,0,0,2
무료배달 및 설치,제품 구매 및 거래,2,0,0,2
무게 17.5kg,기타,0,0,2,2
무게 있음,기타,0,1,1,2
무게감,기타,0,1,1,2
작은 크기,제품 특징 및 사용성,0,0,2,2
모니터 품질,화질 및 디스플레이,0,0,2,2
미개봉 새 상품,제품 상태 및 가격,2,0,0,2
제주도 촬영,광고 및 홍보,0,0,2,2
미사용 신품,제품 상태 및 사용,1,0,1,2
리모컨 수납방법,제품 특징 및 활용,0,0,2,2
제조일자,기타 제품 및 서비스,0,0,2,2
바퀴로 이동 용이,이동 및 사용 편의성,2,0,0,2
제조년월 24년 2월,제품 상태 및 제조 정보,0,0,2,2
인천 주안 거래,거래 및 가격,0,0,2,2
리버피닉스 특별전 스탠바이미 뱃지,기타,0,0,2,2
인체공학적 디자인,제품 기능 및 디자인,2,0,0,2
인체공학적 설계,기능 및 성능,0,0,2,2
인터넷 가입,기타,0,0,2,2
정품 판매,서비스 및 지원,0,0,2,2
정품,기타,0,0,2,2
마이테이블 크기 의문,기타,0,0,2,2
정수기 필요 없음,구매 및 선택 고민,0,0,2,2
미사용품,사용 경험 및 후기,0,0,2,2
정기구독 이벤트,소비자 혜택 및 이벤트,0,0,2,2
미개봉 새 제품,제품 상태 및 신뢰성,0,0,2,2
말머리 선택 필요,사용자 경험,0,0,2,2
정교함과 완성도,기타,2,0,0,2
미러링 서비스,기능 및 사용성,2,0,0,2
절약 방법 안내,제품 구매 및 경제성,0,0,2,2
일반 버전 가격,가격 및 거래,0,0,2,2
전자칠판,기타,0,0,2,2
일본 박스오피스 5주 연속 1위,영화 관련,2,0,0,2
머스트해브 가전,사용 경험 및 후기,2,0,0,2
미니 리모컨,사용 및 설치 편리성,0,0,2,2
멋진 제품,마음의 만족,2,0,0,2
미개봉 신제품,한정판 및 기념품,0,0,2,2
전용 가방 포함,구성품 및 부속품,0,0,2,2
일요일 영업,기타,2,0,0,2
미개봉 새상품 판매,제품 구매 및 거래,0,0,2,2
지상파 방송 시청,기타,0,0,2,2
댓글 이벤트,마케팅 및 커뮤니티 반응,0,0,2,2
부드러운 이동,제품 기능 및 디자인,2,0,0,2
사용할 일 없음,기타,0,0,2,2
우수한 화질,제품 특성 및 기능,2,0,0,2
나사 문제,기타,0,2,0,2
우유 정기배송,기타,0,0,2,2
친절한 서비스,서비스 및 지원,2,0,0,2
운동 시 사용,기타,2,0,0,2
운영 시간,운영 및 환경,0,0,2,2
충전식,제품 성능 및 기능,0,0,2,2
충전독용 보관함,제품 특성 및 기능,0,0,2,2
내구성 테스트 기준 충족,제품 내구성 및 성능,2,0,0,2
내장 게임,기능 및 성능,2,0,0,2
사은품으로 받은 제품,기타,0,0,2,2
충동구매,제품 상태 및 관리,0,0,2,2
내장 스탠드,디자인 및 편의성,0,0,2,2
넓은 화면,화질 및 화면,2,0,0,2
네이버페이 결제,거래 및 가격,0,0,2,2
깔끔한 외관,기타,2,0,0,2
추천 제품,기타,1,0,1,2
추천 요청,기타,0,0,2,2
웹브라우저,제품 기능 및 연결성,0,0,2,2
추가 할인,프로모션 및 이벤트,1,0,1,2
넷플릭스 시청 기대,기타,1,0,1,2
추가 구매,구매 및 이벤트,0,0,2,2
사용감 있음,기타,0,0,2,2
사용감 없음,제품 상태 및 거래,2,0,0,2
노래방 기능,사용자 경험 및 기능,2,0,0,2
노래방 마이크,멀티미디어 기능,0,0,2,2
위치 정보 제공,기타,0,0,2,2
위치 편리,기타,2,0,0,2
사용 이상 없음,제품 상태 및 사용,2,0,0,2
최저가 구매 가능,구매 및 가격,2,0,0,2
침대에서 시청,제품 기능 및 사용성,1,0,1,2
삼성 룸앤티비,기타,0,0,2,2
높은 관심,기타,2,0,0,2
상품 비교,제품 정보 및 추천,0,0,2,2
오래된 폰 사용,기타,0,0,2,2
구매처 추천,가격 및 거래,0,0,2,2
캠핑 유튜버 사용기,사용 경험 및 후기,0,0,2,2
캠핑 용품,기타,0,0,2,2
캠핑 용도,사용 용도 및 적합성,1,0,1,2
구성품 만족,사용 및 설치 편리성,2,0,0,2
캠핑 욕구,사용 환경 및 용도,0,0,2,2
구성품 본품+충전기,제품 구성 및 특성,0,0,2,2
캠핑 시즌 적합,캠핑 및 야외 활용,1,0,1,2
캠핑 시즌,캠핑 및 야외 활동,0,0,2,2
상품권 행사,제품 구매 및 가격,0,0,2,2
캠핑 사용 가능,캠핑 및 야외 활동,2,0,0,2
국내 미개봉,영화 및 문화,0,0,2,2
캠핑 및 홈캠핑 사용,캠핑 및 야외 활동,0,0,2,2
기능 정보,제품 정보 및 추천,0,0,2,2
침실에서 사용,사용 환경 및 목적,1,0,1,2
캠핑 기대,사용 환경 및 용도,2,0,0,2
캠핑 관련,캠핑 및 야외 활동,0,0,2,2
캠핑 감성템,사용 환경 및 활용,0,0,2,2
캠핑 TV,사용 환경 및 용도,0,0,2,2
기본 설치 포함,기타,2,0,0,2
캠핑 2회 사용,제품 상태 및 관리,0,0,2,2
완전 미개봉 제품,제품 구매 및 거래,0,0,2,2
완판,기타,2,0,0,2
캐시백 혜택,이벤트 및 혜택,2,0,0,2
기스 없음,가격 및 상태,2,0,0,2
캐리백 형태,제품 디자인 및 이동성,0,0,2,2
카카오 결제 할인,제품 판매 및 혜택,2,0,0,2
용도 불일치,사용 경험 및 후기,0,1,1,2
긴 제작 대기 시간,디자인 및 개인화,0,1,1,2
사용 예정 없음,구매 및 판매 관련 이슈,0,0,2,2
높은 만족도,제품 만족도 및 인기,2,0,0,2
이동식 TV 모니터,기타,0,0,2,2
다양한 활용 가능,기타 기능 및 특징,2,0,0,2
차박용 사용,사용 경험 및 후기,0,0,2,2
다양한 선물 옵션,제품 기대 및 스펙,1,0,1,2
블루투스 연결,제품 기능 및 사용성,1,0,1,2
다양한 연결 가능,연결 및 호환성,1,0,1,2
다양한 연결 가능성,제품 기능 및 연결성,0,0,2,2
차박 및 캠핑족 적합,캠핑 및 외부 활동,1,0,1,2
차박,사용 환경 및 용도,0,0,2,2
다양한 자막 지원,사용자 편의 및 기능,2,0,0,2
블랙 스탠드,디자인 및 공간 활용,0,0,2,2
브랜드 비교,제품 비교 및 구매 고려,0,0,2,2
이동 가능한 TV,이동 및 설치 용이성,0,0,2,2
집에서 사용 애매함,사용 환경 및 설치,0,2,0,2
다양한 화면 모드,제품 기능 및 성능,2,0,0,2
집에서 사용 가능,이동식 스마트 TV,1,0,1,2
다양한 활용 가능성,사용 및 활용,1,0,1,2
차별화된 무빙스탠드 디자인,기타,0,0,2,2
불안정한 적재,설치 및 이동성,0,2,0,2
이동 수월,기타,2,0,0,2
집들이 선물,기타,1,0,1,2
불멍,라이프스타일 및 경험,1,0,1,2
이동 중 영상 시청,기타,2,0,0,2
단점,사용자 경험 및 만족도,0,0,2,2
직접 설치 서비스,기타,2,0,0,2
직접 배송,기타,2,0,0,2
당첨자 발표,브랜드 및 이벤트,0,0,2,2
대구 영주 거래 가능,거래 및 지역 관련,0,0,2,2
대만족,기타,2,0,0,2
이동성 강조,제품 휴대성과 이동성,1,0,1,2
이동식,스탠바이미 제품,1,0,1,2
부산 사하구 직거래,거래 및 가격,0,0,2,2
다양한 사용 방법,다양한 기능 및 설정,2,0,0,2
착한 가격,가격 및 구매,2,0,0,2
최신 트렌드 가전,기타,0,0,2,2
초기 구매,제품 구매 및 결정,0,0,2,2
사용 빈도 적음,기타,0,0,2,2
높은 판매량,구매 및 소비자 반응,2,0,0,2
최신 모델,기타,0,0,2,2
사용 빈도 낮음,제품 사용 경험 및 평가,0,0,2,2
사용 만족,사용 만족 및 편의성,2,0,0,2
최근 생산 시리얼,기타,0,0,2,2
터치 가능,제품 기능 및 사용성,1,0,1,2
최고 제품 선정,기타,2,0,0,2
사기 경험,기타,0,2,0,2
초캠장터 이용규칙,기타,0,0,2,2
사기,기타,0,2,0,2
유용성,기타,2,0,0,2
눈에 띄는 제품,기타,2,0,0,2
유용한 제품,제품의 장점 및 추천,2,0,0,2
닌텐도 스위치 연결 가능,제품 스펙 및 기능,2,0,0,2
음성 인식,기능 및 성능,0,0,2,2
닌텐도 연결,기타,1,0,1,2
닌텐도 연결 가능,제품 특성 및 기능,0,0,2,2
유튜브,기타,0,0,2,2
빠른 배송 및 설치,이동 및 설치 용이성,2,0,0,2
체험단 모집 이벤트,브랜드 및 이벤트,0,0,2,2
체험 가능,특별한 경험 및 기능,1,0,1,2
유튜브 및 넷플릭스 시청 가능,사용 환경 및 편리성,0,0,2,2
유튜브 사용,기타,0,0,2,2
첨단 기술,제품 사용 및 기능,2,0,0,2
빔프로젝터 장점,기타,0,0,2,2
다양한 경품,추가 서비스 및 경품,1,0,1,2
다양한 경품 제공,이벤트 및 혜택,2,0,0,2
챔피언스 에디션 가격,가격 및 거래,0,0,2,2
융통성,기타,1,0,1,2
탭 연결 가능,플랫폼 및 기술 지원,2,0,0,2
고급스러움,라이프스타일 및 경험,2,0,0,2
개인 거래 판매,제품 상태 및 거래,0,0,2,2
프라이빗한 스크린,디자인 및 혁신,2,0,0,2
스탠바이미 Go 출시,기타,0,0,2,2
TV 기능,제품 기능 및 성능,0,0,2,2
TV 기능 없음,기타,0,0,2,2
스탠바이미 Go 제공,이동 및 설치,0,0,2,2
TV 대체 가능성,기능 및 사용,0,0,2,2
프레딧 정기구독 이벤트,마케팅 및 이벤트,1,0,1,2
TV 미시청자,기타,0,0,2,2
TV 미시청자 추천,기타,2,0,0,2
TV 미시청자에게 적합,제품 설치 및 사용 환경,1,0,1,2
프레딧 적립금,이벤트 및 혜택,0,0,2,2
프레딧 이벤트,마케팅 및 이벤트,1,0,1,2
아쉬움,기타,0,2,0,2
실제 사용기 궁금,제품 사용 경험 및 평가,0,0,2,2
스탠바이미 Go TV 리뷰,리뷰 및 체험,0,0,2,2
TV 시청,기타,0,0,2,2
TV 없는 가정,사용 환경 및 용도,0,0,2,2
풍부한 사운드,음향 및 사운드,2,0,0,2
TV 없는 거실,기타,1,0,1,2
TV 없는 집에서 사용,특정 사용자 및 활용 사례,1,0,1,2
품질 검증,브랜드 및 신뢰도,2,0,0,2
풀박스,기타,0,0,2,2
TV 추가 구매 고민,구매 및 거래,0,0,2,2
아이 패드 대신 TV 시청 가능,기타,2,0,0,2
TV로 사용 가능,기타 기능 및 특징,1,0,1,2
필름 부착,제품 특성 및 용도,0,0,2,2
실용적인 기능,사용자 편의 및 기능,2,0,0,2
가로 및 세로 모드 가능,기타,0,0,2,2
한정적인 상황에서 사용,기타,0,0,2,2
할인 품목 제한,제품 상태 및 가격,0,1,1,2
할인 추천,가격 및 거래,2,0,0,2
할인 제공,구매 및 할인,2,0,0,2
할인 정보 제공,가격 및 거래,0,0,2,2
스탠바이미 구매 결정,기타,0,0,2,2
할인 없음,가격 및 구매,0,0,2,2
할인 기회,구매 과정,2,0,0,2
LG전자 FHD LED,기타,0,0,2,2
스탠바이미 고려,구매 고려 및 비교,0,0,2,2
한정판 제품,한정판 및 기념품,0,0,2,2
LG전자 공식인증,브랜드 및 이벤트,0,0,2,2
한정 수량,구성 및 설치,0,0,2,2
실외 사용 가능,기타,1,0,1,2
스탠바이미 고 제품,기타,0,0,2,2
신혼집 필수템,구매 및 소비,2,0,0,2
스탠바이미 고 기획,제품 출시 및 리뷰,0,0,2,2
MZ세대 공략,기타,0,0,2,2
NFC 기능으로 미러링,제품 디자인 및 기능,1,0,1,2
NFC 미러링 기능,기능 및 성능,1,0,1,2
OTT 및 인터넷 사용,사용 환경 및 목적,0,0,2,2
OTT 서비스,사용자 경험 및 기능,1,0,1,2
스탠바이미 경품,마케팅 및 프로모션,1,0,1,2
스탠바이미 가격 비쌈,제품 및 브랜드 인식,0,2,0,2
